puuid,summoner_name
e47A9iCL3d7c6rjQFYNU_qh6H0I0wVwDuJgVM7pSgo0siM3Sa3n2LqUq6EOm_qw-DvzwHxYycK4CpA,Unknown
VbuaBV9QYReYAY5LmUDaWAZcGILLygh2r5fwqB1lUJQDg3rMukdiV6cf0xziIhX3FUEdZqTWKtmtow,Unknown
cHNjcGTjOtsoEmjeuNUE3KkNoKyt2HDI-Zg-IT4_maYJO0sCgdZLMdOe8mDx81WJLqdxKI1lW09SEg,Unknown
WpiMneuepB_9I1UM0zEZsQJBJH4Ab8f4oK7Xj-twGK9kIblE0PESfj8prgqwXGGWRU9N9bKRf0ONSA,Unknown
hfaXoawzENbjDW8y-KO6Gsl125dPFJPXjcDnOfANlTy6px2GXBl2AO-7hx9Q05h_FwGWUGG81uLZQA,Unknown
eSUHOhlyPIO1G5NbQVleZaoKP_wSOFg4sUlY4VH0bALu3mXS5zSUm-rDi8VNSV9S4TShkPgfPmu7BA,Unknown
5k_pQkhIqg07VbXwzv7rizAZZwIDO5GNPUwgUZHM-B-kfbJvJafoX2QbAfig80MhaqjGzXchHS-ZkQ,Unknown
9ykqn632SX_hUOPr-iemwlMpxTwRDOL7geCgYuuRIFu6enAAhT1q-LxpfwaKJ2Iy6vY1R7NUtYNo-Q,Unknown
Q1t08lfltvsNHEhcj2PHVjlrZNvVLa3UNYSEWG6ErV6QpDR5Uo8sKIjJai-7KZNo-Ho-vNaAFpNmlA,Unknown
p6VPkd5CnXVDOeBc-eXAHRaRN1n-xsA85KipeH8p9xFwwJ3-smLu80ZTHqmpPgfbbUmTyKvfSCcFyA,Unknown
PEnnXk8PAjx25FerbB2IMEWRuT5wgdkmX7sn101q1tNJ5_75hJI97oMNIXHmiwxN1LkdU4QEWdrhtg,Unknown
c624j68RVEzKZCKU7HjrmNguWrHybPnVf28msXrkQJKkPSeDPeps_FcP85lydScQuK00-aBvm68jng,Unknown
d3Mw_3Bna_3eQ3YNgyFgfrjbkBHPCjQuv9jmr97xELoOP1zzSBNr9J8iUz0BmPanAkaeWtZ3OLqVMQ,Unknown
OwG1TUxpBE71Xs2gyjMpOtz4GrQ3bHo-fPqeJB_ZmtNbo17UJ-4vLon5etSonoI_WUH18_InqUwrCg,Unknown
2BDd0m0upj7Uky9fHqoRJe9jPpLKz6mw1rl35t0OZAN1tMZPqkOusJA-urWyPlCMCfU4CR7lUdH6Tw,Unknown
qdfxUHJPxOkCh5j7HSjdSQZTVcDzh5_AWkqdgFoP_rj5IEEjxHrNze9IJOH14CaRLSPeU9q_GWU9HA,Unknown
FjARSbHiHOGW2xWke0cYZUfokgmTOFmDJo-EDoPvJV6xEPLKmRbxeRFUsufkjCGnF9lbmOGjC8vZ3g,Unknown
XjRGARM0aa0OWGEwD0kjKDeAz0JcAcDVpzoZocroGCaYOrGKbssSTidNCiw0BTIybj7O3_3fuAR5nQ,Unknown
kiPKT-qrD6U6H8wK7_u1LftZsg1uxZYucHBNWJhrsmlmqPLT35IZou-njBYTWpMWcNkADvcO5Vlo4g,Unknown
Svz_-Sq_jqQIASlndlyirNGH5GfiPrMIdj1or4dlK5wGlw2dcyxpnDQu3-5ZeZe8j6gCEwijA-68PA,Unknown
eB4xsfNkCUJ3ZtyyvDbelJnePfFMabsrzbsrWkFtpDoZvCwqfwf6AwsAeIQdfXj92w-SDwfawq1FvA,Unknown
83EYt0kNg6fKGBNIfTlolUB_C8mLlCJ3kvDUdbW-OWF8UM_5uz8Lu8KDZjJiGGl-RgzR4nB7oPpR1A,Unknown
y4wkH3RFmi2jE3sYItF1741_VJY9jyOF2IBuRE3Q_Buq3AS2SWHLveZ0PIVoFj41kFCFEoybxU3Y0w,Unknown
1qkBTdb0fCqHtAj_m2eUtEotVk_RT3eKejTVqNKHaBwZG7zZs-mLG_NatsmgNmyg5aHTpWKoFaikxQ,Unknown
haSybmrVqBZdSI9esqlVcjfHJCrdQSdPAfZup3Zn3LT-7MVwJ_uPExRGK7cEhloOg3JGgNbc3WbVHw,Unknown
o_0_r13VI7cAMu5mD2RXbrYWciUp4fxq_zNDX0wft1GLcl-iiNOHmRw7PY3f6m2--ovU4QsX0fT0Fw,Unknown
TualFdwsXDpZrEy7t6LIcWDV0Qyg_u_paOOv4UcGJO4zQmM1oSaXb0nUDVNmyEaqIgLMwTcVMoX-eA,Unknown
QaWQQpXLrDLPLvpNHlmaCr8bXc7U_-q6lsJb3abihebh16r8l7jU5YbtVW_nkSgJ9M51i4__fC_MRg,Unknown
Y75pr-5VkMLmQtW-y19SynWGPxgzKWpmFyrZCCoeCnQA77DLbGoq0i3YHXey_rfAXV7qce27ogE4KQ,Unknown
JEof8XbfpzloEssUGxYmXGO1jtdDuQiFrSwIb26cNq4uQTeQ4XPM9iXNscQA7I1FrbZFnRIVxZtH9Q,Unknown
t46SvjNCRXahFtmITjfgg90AKshGLBSe8P_mD05xbJ2ct5v8WhlR8d2058s3bLWK2PG6jJMvofR7pQ,Unknown
aDXGTK4Tvh_21gCQS4Bj5exM-7mWOWOY6t7-C7pETdrK5BKbrr_OJX-YOFn6h40pwqsTT_xhGuipzQ,Unknown
0X_PWt0hOojZqinAHAwzro0m_n2c6RAZsMYsWMPhMy0yE1m0NB-XvQ7KZmBOZygjwtn8TxrVUACItw,Unknown
F8POkobUhM9Rx9H72IFnrOWk-pFcKFg2hlbBHOYKFtq1HKKkoZHuKHGGWyqaPmS8LqQiPsN5Rj2fgQ,Unknown
lp3B9DbEoPNORm4om7MZWZ5ymICzHz40DTHBeXJLLJplG57sNrIKV2gLi5PD2KckLFX14z5LdFBDfg,Unknown
BA2x4NNQb7jJm4NV01ZrSHsSEXa0xnHdAHi0NAHtvfX5rvFEMComXDhttY180kYJIraML9efz9bxQg,Unknown
tqlUQG7L2JnP9bID1XbQMJy8EGCfP4CdKhgVS44QdR1luvFPJvonWTgdX8IWOxTvM1XvGzNwMnYBkw,Unknown
3mr2u0LF9Baj31YY0nXqQKe3ASiD3tnoexq_canBr7ilufjfLDHRGy_TNLDA7WW2ESRhdSl1wBURPg,Unknown
T819ruHFswDdJ8hHszHs6LIZ8zT_TJND20X32ZzE-W7uQIQrQWNzeQsbb9DrKbeUv1aJyyImXBm-Kw,Unknown
P1NwXgPytjJpSatw0CHS5H50HAmxD_LJ-R4PGea6Q81EVbi-4QFQm8FqJrfyh4tetHhktq_kdLB6ww,Unknown
M7ozrFi8DPmAjZcpu78YWoZ8Sa7Xxtarg6HoOWTZXFjpdMUi5wYzIg3gEq4MmmV2DrOaoa1mHkwqVw,Unknown
oYENmguMvpWN9Hmu7R8EFSG1kxeFyG_LMDcyanTnpAAIeIiFD97PAX_xHoDnBnB8wF_nHdEicHFU5g,Unknown
XBeJxAaoStjAzqGwp7ZpvQgL1sJQfkFn7XGMN78FH8s611LFott9PU6oGJBn2ePggZ3wL64oeCNL_A,Unknown
f_NrWH5FhbKtv4qDMKChU2zjq3HFQ-kO6gfrVF-rGUIpqMoHduoQ7d-cu4fKHbK3pVqL-e-iAAFYEQ,Unknown
9nAn70yh476sfupoi0IXpDVSNVWkiq8O8ffJsOrcoux-pYy0mcGSKL_eASQAXGThxfnurvEzIIur-Q,Unknown
LyPqnlQwVDEI2FRyWUhX11xk1CljNyi5VeSU4FkT7JZgwXk_98WxFKf6Z1SdgmDwUrDzKgAtMro4BQ,Unknown
IH-LFyCHieGBpHa_9Ylfmc_gMGs5D8OnIYXrBz84ccCVIBz4gDWm3QLfypZ_EoHMBSrP2MLmBKIBtA,Unknown
QYdwDhTz-y-bg_WWxL8cw4-tgxxm6JmVaKpzWFoujIKwyIBptGr5yjS3IEt_MFjRG2FR_0uEK5qLpA,Unknown
O5Hg3vbt5L1IR4FkLNitomHjcrrTEwl0fWrpUyR-dcwMFGr2S0V06Uwb4ukGNeAGzD0c-jnYCSSLdw,Unknown
ezKdcQJnzCBhBo4PUprJnvvvSnV2s_2taH9HISXrk5jhy655Iv4WKShuD0nJS9OwGZe-6BbYv73Oxw,Unknown
QTgyzod9-RAZhjEHi50SnxAhVHqpdRRp1KwRmOlFeEMP_zZlM6z8U7IKkVP19k-Ev3S5NlGbACCD0Q,Unknown
Z4prL7Jz7YOzKuqaD7QiopiFcNFnsxBOucnkDaHL1vny-UQC3BFS2GpbNLJUlOcVFxGKUAAKb2ys3Q,Unknown
mZhZnlPV-SFu2-YOEdhMKTnNO9GYhxug_fslB2T-crW-3Vybc02ZuHFkB19bWioY0cHYQVZf6gRMeA,Unknown
D4A_3cTVqGiS12BY7lCpPF_GEH7f0KdmaEHn8cr11Trzx1k9eCVAHCMZ00ZGd_1KaXHa67c6KZHzCw,Unknown
nnZBD45x44tQ-i0CCNPpUrmHfeun0c0FJFx8gQhnT_wRBINYh0nboKBBlu-C6tz5rZM2l62uLVbouQ,Unknown
r0s72W-99qggOHZsM6F-Yv_jPmkcoO3l0ZUMr-P5LGzYzid52-tKXek5ZyNbI3qmPzl8lQgMl6hx0Q,Unknown
Zrv1sLxaCK1DInZGlNCO94bwXHtJ0wptxMg-LhD5Dgh5GuL5WSmskULZ8ZJeCgZDdh66zlYi6eIBDg,Unknown
dVL6_yAW_pWYOooOl6-QxEFHed-iDNwW6FFot5yiAimV28jJTPGcnKcezinK-avOtmXJanFinbYJPQ,Unknown
nv6DmRftvlAVAYO2QFZa3yF0NafRc6TEt7j4riJzf6ejG5ROfFZwqczx-_IR2Jn4swMi984eqtmbqQ,Unknown
8kRTlLJOtEgco7GHI7pCNwSjwEjEzY-7-IN_GJg8dbj2NP0_1yBCNUL8zLXdN6QE8izRGngN4amrIw,Unknown
3IxerM14Yon9DIiM-uzNkMDfIft4EhO_LpBcmLStYv0lfGMuG8vaN91V4DuF4OU1seuCPANBRMK8Pg,Unknown
K1Od7iF7MhFg1p2vJl8ArHJ8wnqTTUAAVPkKEwmqIok1SUgn5jC0tDdlmLQ4Zr79MiSS-TpRo1l9pg,Unknown
-hj_434Ga-ZchWu2aB0xNhGJJ4M2QGvtDWTJ1h2JaJmllOgemHsiRGV3sd-x2heCy2DG4z2Y5C29ww,Unknown
xrQ1-Q1yHedYi8l6ZUKWKgauwbAjmOrMu0hj4GlfDYA8qDSVTULIBwxclWgd_ZIy2kyOoT40GX9twA,Unknown
RgQZjwjF9Ou1fRss04zOW4KHYh5d2px_38XsW4zODvo9-qr8z-iiXxlMyXUXpT5PKvfpu0xE2ILijg,Unknown
Xp3fHJP_XDeYAlb1u9OW6F9nPEPpVjOhTwVqeNJng0j0vYS2smCnqgCJhBvsmM0zruNvI0jzZfl2tQ,Unknown
9EILPH1-K71mgnUsLH8AWHBuM9-XRVfVSLYKthVVTaOmkv2iteqiQeq5CmXpMaQ-7IHGumGKC7rYhA,Unknown
WfW8sLHRq3cdaQbLiiIzfLhaafbMqJzLKGZiiasJLpvmEPJq-uQgWfINfcSbAF-w4wYVa53tsZ1aNw,Unknown
d5QlRrszomPLGiGhqU-hvQ7VplN_1gZ5uh-aavt6ZsZenu0-aZYtQpapwurpV5rIGAmQSwnqAGwBeg,Unknown
4n1IEorrbvaQTN2YxNTuJoQiB3RmrJbq6leF7Np68RBEuyKADk6dgNvtfdVK6EsLmPkloAdxV6y1wg,Unknown
ts1_DfWNFCPjixoNrCP-JiKQarjpV6lXBbuhV1LgoXtV2CEk2tSppkHpmjNhwMUXrT31L312i00Mrg,Unknown
iCjf3J_jMq6Ku-UIjp-0TjYamlRlLzQMnJwWF3eAPPg81TOoRGrX6ADrZWXrWRj-DO66nU-DViMhCQ,Unknown
jhe5sNnxTtQ7VcSb46msSneemh_JTYoB3s94sAQwPXi8nT-iaikMSDvsvHm0dOFLEVXNYevbh-4_Dw,Unknown
5YHCJF1PrRb15ZvT73o4K_NLxJzjuofXG3BHTQgoep2-Aj0efKrdCH2hJLRxlgi4xvvthdm7zCHpvw,Unknown
-u0k2JQyfxzIe02rFkoT-3hSSGUeD9yqrAzDEzJMMNdQcP_joTyE0kdA8a6PiVawtzfsQ-e3EEwnoQ,Unknown
nYgwPIQLlJhms-B-aDsL0rmUBYWq3vjGKpwfridSixgKbng-8EAWT43DNMzyttQwnsYd_4gN9vH6Zg,Unknown
uwBi-mgMomxN0tQOkjfzINaGhiqidimO6a7QcHb1ixA_Wa2bve5Cpl_ljP8wc_iLLdysLOTSX4BuNQ,Unknown
PwNyeYU9dCGiMvuPMghwQpFiVQaFqHj9rV-grLPBLiZV5nNH2hQAsd0fi9EqjN4G9zM8Iaj355ng7Q,Unknown
cemf3ds4vZ3KuSlVgL7nH-DpScKmQyVc-cg2tJh2Ep29RaNyLDKmtHSRRzxigQeOy44ZUQ0EjMWaxw,Unknown
OHaB9llXfx3TyEgfoJfBObkFA8aAtdj94MHXPefrKRw3_MDQF0TZ8JwNRsah-jJPwZUfujcjq87N6A,Unknown
HGBjQMqSxVZhm1kHQWB0xnHcmyb5D7xRcVdqmewVdPjTrgFhLQ88WTvF6SHtFekqp9_nDCStli4TFg,Unknown
t8B9MAZ7iqjlnMrMoRl4aKAiEKA4kWPCpjWLfO3GYjiYCpxQH_ClEQ2gsY4iaOy3Dx34hd3xfVk7Fw,Unknown
JWwwsILIfqJDjC4jtO8aMFUWe05LhbCexWY9HNFAmPykLYhLcBHNCw015eupHfxcmnYHJzVEBc2I9w,Unknown
StQkNm-EirAFtF1VNY2saLmaOhyYCsfqlN4Gdseb0LoYFPuO2PdWEZGo-nbwE2tLnkE-wXpJP4Ek-w,Unknown
3Z8_6u1rm9XSmdd0bmedmsWne7ioCzbrwIb0h3TRxQPm_a7nLvYDz9WQ4vdSwPTD4eR07Z4zpmikBA,Unknown
ptFo5Ub5PuQT_R_eY9okNjLfDoOj5_9IHFoZNCSNxjud9VCtcA2P2XxZJOU6GLtGodY9HfBqyU2P3g,Unknown
i5ntgDg3XBGF5CNqgXlbAVUTC9AhU9MvWpuEX9iWJoF1PMW0Bc906k3WWHmk8YC9h6XH7Td4nS04ZA,Unknown
2QRsTFNLeWGzHu_CQ6R2VujorP2DmGb2rxn4ckaiKWvfOqJReNIivQ3_ekqCWhnezT2bp6aU0ezqkg,Unknown
2eM8rCyXy1MCoVWmiXOIIXN8QvSMejDgTFc-PxcqAzoE5UJ-PvMH-vWS9RcnNWFcOS-XIHvnn6tgGg,Unknown
4EwKcexOF_7zXcexPHyqiXIbucXD-ECoeZUGICe7DVpuA4OQ-gSuAedStg41kMu-28fgG0VeVZZGfg,Unknown
oCzRx_9KtbxYAO4fZuJgZUUDRERa6HJ4JJ__KjznOFewJKedSPfMNO_ZER-ubbOJRWH2F5ReSljaJw,Unknown
NJTCCKhRfwdUqkWY_zbVZdr6Hx7H6T0GQRucFYQhZDeNCdPWSl8fCv1KLxP-vS96dQLXGRzEMNX4MQ,Unknown
oxrQeFEYHkWcWf-ShW8Gnw503_8bgEqN68pyVOEyjIgqoVSIzo6wTbZAA70BiqzlrTE3ksxfaRttwQ,Unknown
eDui1KTDeIkZwWy1Z8TfirUzhh0JU0X4GDwI0Up1xPrVYnAUJPL91_ZUpnfwVOXg2JsgNLIw7V04EQ,Unknown
AlPjv89Sb4u9esbK3Ig3HqUk2u7LjVODt6ObUhhfCui1cKxlOyJXnqIFJec3QikfJ6q4hXtweAxCJA,Unknown
6P3qv9oDdCynjxRs6bhJDPaGqiwsAXVIIKcAVKciQc2yaiRjnUqJi1B8vClXKIHfHlEdzaFHjrqr1A,Unknown
GQ4IazY_QZcDuxJ4Qu4YEX6xC28hbDZoXC1QZKuU_Q7W2W-aIol9kR9C2Q_rQVrx2vh0VfytqcWNFg,Unknown
p6oY2y8CqJoBVEBX-G7cB7Z7AHuhePi3HDXyMgKMfYamwDczmsrGqcg_Mx_y6DiezwFNob_89xa9eQ,Unknown
tEoqw78SVocfy1jICDmTZ97Oz2fX3j2mwaKYng4BiRF0xyq6toH29PwKa1hgZO5YX3UUM8k9EyPCYA,Unknown
MaC7FKYXhv7nMVVMKUUTmPELYLnd6KKcoA8PfBponkyIT22Ru0NJUIxwP63nTRT0wIaq3H36B9XBNA,Unknown
VCYwwqr7k9nZcyfnLLIm5Xhx54XFDC6OiJ6FejuzbUI540LiO7qnmeAx9f5o6k7It0MALAwx33Ny2Q,Unknown
w4EbM0YSCeJ1whSaYZILa4Und42YDCJ_DBJi9MO7aD-UYg1nWlt3nHoEGyO4Kd5MXrIUyQODJadixA,Unknown
V4kaXqKraiOXCERJerC7rVLh38evIhhORGeeSXByiE6qbYdezqqTOBGzuUi3-s1UH7ybaT2Jp2gy7Q,Unknown
6SR96uDGErAfCpoB0jypuQiHsmc4ZxRRTcfm-KJ7WeD_RDWbUleuRub6x8Wv0iY3dN9TgHPM6Lt99g,Unknown
eKR0fwmpjnAAcVI16N1T_l-R347G3aQzYUn4a6eFr5-NJKw2bfrgG_rg37BhN6gjcB7PS0puE5rgeg,Unknown
ZWOAxWJ7R_xpUWtPE2CEhLaQeqovHGyzYf1e_6LGtKIysWWpzmm8SodHGo6aOcCFLsEnK0JoCvRoOg,Unknown
FPC4l8VQxz-n0Cdt8dwc4AvCbQ8VgAhq9zyCBcehfGqOlGzQ0-lBV15AVFTxaPYCE8tcj6ltkxaqqQ,Unknown
LzJ02DOofefxk-nxpWU9mRRfcKdpzxmiNHa3SiLcWtg3uibKVBf7018YXdMW7SdrjRAYWzDx8P9SGQ,Unknown
J39a78K6kXmEG2GV4C_9peQvYqbHZzuj35JwkvoIPZsR-WjZFzWBH0wb1um1a-wF5YDnJ7SoucIEvQ,Unknown
acgwOQdCwT9J2WRrdWMQsunLZhU4DlsZky1zcaIrrvpe0xadd3wiR8HtHZfajcCKZUfL5Dk4ENWIbg,Unknown
jKnGMaYohNVHCWvLMZ0gEcXAaQKtHQHg367Cd4NeukydpuJJeed-TICPIhbaYF0wKiEkeQLz_EpR9A,Unknown
Br4Y7keIYtgQ011pOFgLjj2lrJuf0f5E-tGQv-Sg-8KqULbycE6SXESyB2pfO9ednT0WEjD8DRz9kQ,Unknown
08oy05oPVHHTm9WKTBNTSL-RiZZZDcKJsuTdGeed4ep3Of11zhtKor2otmWoSzyuneN3pXrkkTLDMg,Unknown
Xdp_Rq66Egm31eVXFQ0tr_NsHZeo9LNXiFOtJyz5oIebtZadBq6XXVEtAwoyDjt_bwFJEUUXO71nkg,Unknown
43C382OYFahYBTZ-Yimnm_kCwMUI92ZxgNypRjl2bLcWWAa_X5nZV8zLJZeiByoz5R9pLkbNVH13VA,Unknown
Mm_KIb8QT434sJdbDEK_X_5x_yhhjW4sktDchzuSlRd7qz7kQ_Ab0_MO1_WjA3fqBtHITZd6RNngXg,Unknown
ZyjNskV7fZ-P0EGCL43ImFw2PoA3VaxlmnSeL4wgJ7p7UsN_xjUGb4sVo7UZoXFnVgTAtzIMU6LbaA,Unknown
szwOCRD1WHOnSr3fbQHmF3PO74no62tJD-wEuVvYAqiJO2QdpGKgfhzOeq_ax-jHnWSEMNK0xU3EEg,Unknown
sbPpBocBz3yBiFWdK7wk7xnHRAWkGllKwftHFN7go-EZSo5h43TKaG71bn4CLju1MSfCbwWbtikAuA,Unknown
VkD56nQetjW5cntChln_iwbaDKrhgqESpvDFqw4O5siunmFBLi0zoKgL2Zpwlh5kHXhkzbCH0qMzeA,Unknown
te3Lt56Ocj25XiYE3AxVnISyAvVtkvSNFrV22nVdOynd1ktFSWutyeL-NFl4PCSRVnFi98pSb0-aZA,Unknown
FgqQtXl3bnp2bvbDXqYVILEUwFdghDbNqw9Dnc_HjazDhOFq1SDr7mu_cMDr1qz8HCdHaE5NT-EqMw,Unknown
gS4Vk6OqUu-eXXIszl-Q8Gnh3B3kt77vCrLV80RNPJNcaMffWmnRpVjbrLtPw4YC1pfsyA_Qodf9nA,Unknown
S58uJf2tT14qyEC9SRdK03CGyhGrzvskvsEtoP1UsNYYSuVTXirmhBqeBfLEqFpdawa0jqcY2gRfIQ,Unknown
MNk92HV5z3L2wDxnM-yb4Itlq16C5zQwKx7duWH9XD_v-B-xYWYT-_08WXWN0ylne_94zygNagnpPA,Unknown
UHyyRSnph-2UwV1sjJ-_eyK1OKJWslSxvypyhSBit_QNv26DvlVtf0ojVSLG_U401b_ZKRaCJEZ1vg,Unknown
nU-5uFUniL7fYeG2Ey1_VgXnTi8OTVW1jEUKMiTcmuBB4iWjs439NHbJ6HKhdJNO1cVgzNgJc7wGYw,Unknown
cKRgMZRFT7qGHAufTqjqOCU3QB1-EyKgf_prccLHUKkZfQ8nIVn53zcmVZo0-T2VTu64Kidk8jFRxg,Unknown
3glF0NkSFtHvb8CFvW-ADtjg8qlp0MLQ3JTrJpI8rppk3cTUXQKKO7M2itEmvLdfJ1Tq3wZqxZOeSw,Unknown
gWqtcLv66dh9wdOHhe1bsLWMqs_fqnisIjwCQSgjWxugMPAdnAtG9Hm-LOpAYqllHIm-9hESuLBcpA,Unknown
wcwNQOjQ7fN6aqBnKZF_-8Mgyg7qk0r1cndLvv3SWnUTSNcp1Br8Yk3rArW3A59GwI9VDmewfu73og,Unknown
aabWkJZ-Rxs6eTc25-S9As_xQq4wZnMkCn1yYnnSQB977PB4AOWvJ4EwnB-_KVTaL-Anj8DZE7nVig,Unknown
eGT6vpGyuuTsRuJNE3aIP0-5tW1t21eX4Sqs20yeooc4Ww4OXJFdvvEvQQTgQ98Ip9AmXEF3Q1uDRw,Unknown
VK3sL4IP4hWieyxypAhAlkzVu5zBykFl5o-HCboo6CGw87JX5_uX7dCD6AzMDJBKzd25dN8FiZQvHA,Unknown
C0Eq7De4CSUpUvCZJdHUCrjvGODVztuLmVy8cPAq6a1NJIMDSaH3UQvj_KQ6PDowLL9_l2ik2u1M_w,Unknown
PzCbcLoDj4qILaGiB8_4ae5EupxfLUjxayNlOe1fEEsJunM92ACas76WdBcLozmkMAVHLg6BdLMTTA,Unknown
yZ0zrbywJP8TzlEFdDqrVorwsR7wtPCZCDV0SCtShudds7cm7urfC9LWASwcaXTfe0VtzPdoqXdqGQ,Unknown
sK9EiS1PvA4poehJNFFS_fIcFlz7FsQWiO0XhvWrbWMrNifDJQ_bnUGmWKIfE0Gr7wT-OS0siwGCFw,Unknown
Z_GDdwLbe4QI7pHzc3j7nqBBJS9Eqh-YFfJadyLCRrKFJiB6Y1KIJLxyqycO73ZWgCrvMkfzA2jn9A,Unknown
d_rftlYt4a62xfdiQ8qFUGFucVYMT7fjruC0-cbGJv1WFQ5F-EVWU_ARxRiNQit3pq-XbLdiexj7Bw,Unknown
tSngTx_9lgkIYOhfHEYF5eCH6lKQ9Y1RvhkbNzR9Mo_CZ3yYfeLXGEkS3y-zxSu5VVwbFO2A6dNi8Q,Unknown
fChzGICa_Q42iIjb_FV_pvWZ-ATK9zJ5kE53bb-5-KVO-ZlecXYKXYubCrGkvju85e0jCfkQtLKufA,Unknown
sRknJLBpLvVHWna0uNy1caZhXi6AxK3Lzc7MuqXFNjOMkCGJUHZdDgZiZkbtyEvE5yV3ti9mD1y9GQ,Unknown
qHkUTzFadNUqBH4tFo2ptCk33KYYGRYcQwZrm24jnt-Bk2fv5kNR4oCXJ8Wzk2sB5go_X5IZ_hDX7w,Unknown
deVvBhsNr1-iHYwM2_e0jPSgQJiZpSCSH2WvOK-dnO3XMg5lYtPwKn2K417JQSiZjp_iGGcp4rV2Hg,Unknown
0ESpI3azu2zcsHWEcKJDjdB-VE9fpD3vKon3iBux2xStXS6go9-9hWhJl2_dJEmPnsfrXcI4njYHkg,Unknown
Q95pEPqG0GhV70KNSXiVZBx2HO1wJr7UmtccvIzIYSxbp_DlTXWrgLGweFvxBpJ9PpMFBGvbi1eDxw,Unknown
SHb7-w9vWsnzesxR-vPQCTItGiyNKYGKZhP7m9u4kQoIaDYic3UzGD9TZAgU74zyug0zVAIhmq3h2A,Unknown
KBAbkeVaAxfSiXdDniTBEU37ggFCdcAWSgFEqBwr9fIte2aGlu9v0ywSDGI62v1Ys3b9wq_AdqYhow,Unknown
KtN1IGEQeUL-RFE8ahtLpOdlPC8dVQuQghebfDbf1nFAS8RE4Tfq5FPznALvRYb35UpzrGF6YhAuAw,Unknown
KYgmS5yVnG9AHoSJ7Hfbyxy51CKCgS4OR_xjEyWgFWOny7wBc_-1cZ9SlpoPthUjlyYfNpHCi4EP4g,Unknown
D8KEOAgfaTP5YhwJVKbQJ4du8B9E2KgDZO7M70UEU4jlATU4f7kq8nr2hQzx06WtjYfPO-HXjj0QEg,Unknown
KULHlCcfRBlOYmJoNpIpzXGEb8KPkVG04Qp_uAYMx3ZrjOX1S-APlK716pA6zMG1jNZ6k0p1mNSMRQ,Unknown
ZqWr3_V_NIcjb4KbMi0tS5EiJGFSGD1cf-BEFZW1Z_5C2ERH6Zvf5SIYXiivtRj6-upCLGHyqunD_w,Unknown
EjyP_azyokAkAUN-bkBABVZpJSgZpAEtgOqox5UaoV14XEf_5OqEklCGpw_Ckc2rW7FIAJQcqbzNRA,Unknown
itvISai-cwG6xydrj6853clPsrwrvet8RrdmihhmKuKaWm6YoEoiOtcVhLtcg9nrwMUEWYnZH19bCg,Unknown
tcLp1nzG37jILG69lFwLP0PlMPNuKn_8AC6Yh3cjhSQDSEGGS-yQa9CDGaAUJR1xhdIZCK-8A4s3pQ,Unknown
6pgR3L0ECtuBBxPM8KVs5hXYTYzat6waUZOILRhcXp2SJsvApnI6D9vXMuZMhyMHYAtH0Txtaz6LzQ,Unknown
z_0K_UR9ZbgghVWnb2GfvHXzuJaZNjOWSADjsi8KJkx4owREwTB3FQmJkK3nQ5VqCtqaABvUrscGkg,Unknown
08JVPW_gDQPHNpm5cDDu7qNP7rvxUYplmDL6plFpRSnqmLegph0vM6VulYGBDfioe6WR-FWJI56jwQ,Unknown
Y_vlbk_eCmW_AxuQPOiOxRG6UsFPyHTA5zqfV1ZSp170oh-64EVnZKuo6vkquaJQfbVJSXBRNf8-Ww,Unknown
QVsO2Wp18NxdCfy7_t9p7GwB5jmsRh9-Wm2jwpfApfmByaw5Y8oYaEwApLpHY3GgFziFYMBer4WP9w,Unknown
_zt8VqBRyJnHFiqCe_VEusuQWtWLYtg_GjUfV2GZK1VA0sXTQny7hS-00aiCt9Z8IJv67_ltBoCTGA,Unknown
osbveY9TuemRfM5zJTTQ_vkrbinWWNY3jYOeWm_YoOtAK7KXNhPAxqW3kbGxV4iL6EuFYScrtZ-qOg,Unknown
_Ciy-2eihH06r9Wc0x6CeFUl4GcZpCyrnn_crkOXrqUccRZpmOagj7-RvLy3e8Wu0ojXdyH74CXqMA,Unknown
683FDStf178mUUYyqRa2Y7SAkpecmdjqcKHnxtJchb3zBOKO1ktxFl09s1xv47TjC2DdCfEgzeXOiQ,Unknown
cN5wfeSpNdfG6svgTMlX7Q9IVcKVImed6EBysfgSTbMJL84Cxo5EDWMkjyDaptll4UPQh-R3lBLldw,Unknown
OeUh0d9-WkIMFbYfRb_J8oZmP7PrZ7aviZV0imlqmksqVv3WmFiMvFsbBMMqCwMoOVI1Rl325eZK9Q,Unknown
FtnfhReedeQDgdIguGgsaPnVpe_HPbjHNtCo1Cly67xuj29U6QcxCu9EpYXzX-N8QKTE15bcWPp3Jg,Unknown
H7ov_ZNT54qji1vN3-3o2CjGfC6pybFLmjvzsuJSm-w7kmFYblgGclPA7wOWg1EePlH5noSU0j7UUA,Unknown
p_zwTwIXKEyhdLnsvMUvcUv0yBx-ICKT_yPi3GEcHUvTOd3Mx0dKRW1ZlTCA3S6c7CtId-yjkqrjxQ,Unknown
7IJpUashoaLkOWx2IkXl9xV7p9iKWWXtw2pWfNqlJnAHxQoQ2NIgqEF_qSoWQCmBNcu_HIdHG1zMkQ,Unknown
BFUl8fvwFjZ_BbDnGNSdJBdL4x-263IE5IFzwykRqXqslAueyAu18z9CdFadXkCi7DCpAtbE1pazaQ,Unknown
